	#	#	#	#	https://www.millesima.fr/	
france-regions	Région	595	#	||accueil|||tous nos vins|||france|	https://www.millesima.fr/france-regions.html	
vallee-de-los-pedroches	Vallée de los Pedroches	2	#	||accueil|||tous nos vins|||espagne|	https://www.millesima.fr/vallee-de-los-pedroches.html	
etats-unis-regions	Région	71	#	||accueil|||tous nos vins|||etats-unis|	https://www.millesima.fr/etats-unis-regions.html	
guijuelo	Guijuelo	8	#	||accueil|||tous nos vins|||espagne|	https://www.millesima.fr/guijuelo.html	
dehesa-de-extremadura	Dehesa de Extremadura	3	#	||accueil|||tous nos vins|||espagne|	https://www.millesima.fr/dehesa-de-extremadura.html	
chartreuse	Chartreuse	1	#	||accueil|||tous nos vins|||espagne|	https://www.millesima.fr/chartreuse.html	
espagne-regions	Région	23	#	||accueil|||tous nos vins|||espagne|	https://www.millesima.fr/espagne-regions.html	
chili-regions	Région	3	#	||accueil|||tous nos vins|||chili|	https://www.millesima.fr/chili-regions.html	
producteur-vignobles-austruy	Vignobles Austruy	1	#	||accueil|||tous nos vins|||france|||région|||provence|||producteur|	https://www.millesima.fr/producteur-vignobles-austruy.html	
producteur-valdronne	Valdronne	4	#	||accueil|||tous nos vins|||france|||région|||autres régions françaises|||producteur|	https://www.millesima.fr/producteur-valdronne.html	
producteur-quinta-do-castelinho	Quinta do Castelinho	5	#	||accueil|||tous nos vins|||portugal|||région|||duriense|||producteur|	https://www.millesima.fr/producteur-quinta-do-castelinho.html	
producteur-ramos-pinto	Ramos Pinto	8	#	||accueil|||tous nos vins|||portugal|||région|||duriense|||producteur|	https://www.millesima.fr/producteur-ramos-pinto.html	
bernard-magrez	Bernard Magrez	31	 Seul propriétaire à posséder 4 grands crus classés dans le bordelais - les châteaux Pape Clément ( Pessac-Léognan ), Fombrauge ( Saint-Emilion Grand cru ), La Tour Carnet ( Haut-Médoc ) et Clos Haut-Peyraguey ( Sauternes ) - Bernard Magrez s'engage depuis 40 années, non sans exigence et une inaltérable passion, sur la voie du nec plus ultra. Insatiable entrepreneur, Bernard Magrez partage une certaine idée de l'excellence du vignoble bordelais, en garantissant aux amateurs de grands crus, des vins hauts en couleur résolument dotés d'une signature singulière et reconnaissable.	||accueil|||tous nos vins|	https://www.millesima.fr/bernard-magrez.html	
producteur-chartreuse-tarragone	Chartreuse Tarragone	1	#	||accueil|||tous nos vins|||espagne|||chartreuse|	https://www.millesima.fr/producteur-chartreuse-tarragone.html	
toro	Toro	2	 L'appellation Toro se situe à l'ouest du vignoble de Castille-et-Léon , en Espagne, au sud-est de la région de Zamora . Culminant à une altitude oscillant entre 620m et 750m, elle est répartie sur 62 000 hectares, dont seulement 5 800 sont encépagés, et repose sur des sols datant de l'ère Tertiaire. La "denominaciòn de origen" Toro profite d'un climat continental sec influencé par l' océan Atlantique . Les hivers y sont extrêmes et l'ensolleillement très important. Cela permert la production de vins d'une qualité remarquable, élaborés à partir des cépages Tinta de Toro , Garnacha (Grenache), Verdejo et Malvasìa.	||accueil|||tous nos vins|||espagne|||région|||castille-león|||appellation|	https://www.millesima.fr/toro.html	
producteur-numanthia	Numanthia	2	 La Bodega Numanthia est une cave espagnole située dans la province de Castille y Léon et créée en 1998 - dont les plus anciennes vignes remontent néanmoins à 1880 - avant d'être rachetée en 2008 par le groupe de luxe LVMH . Portant le nom d'une ancienne cité - dont les habitants résistèrent à l'envahisseur Romain, préférant mourir que de se rendre - Numancia évoque également la résistance exceptionnelle des pieds de vignes résistant au climat extrême et au fléau du phylloxera. Ces vignes, à l'âge moyen de 50 ans, peuvent atteindre pour certaines les 120 ans. Un héritage exceptionnel qui permet, sur la prestigieuse appellation Toro , d'élaborer des vins de grande garde, à la fois très fruités, intenses et puissants. Numanthia et Termanthia en sont les dignes représentants.	||accueil|||tous nos vins|||espagne|||région|||castille-león|||producteur|	https://www.millesima.fr/producteur-numanthia.html	
producteur-bodegas-mas-alta	Bodegas mas Alta	9	#	||accueil|||tous nos vins|||espagne|||région|||catalogne|||producteur|	https://www.millesima.fr/producteur-bodegas-mas-alta.html	
jabugo	Jabugo	2	#	||accueil|||tous nos vins|||espagne|	https://www.millesima.fr/jabugo.html	
castille-leon	Castille-León	7	 La région de Castille-et-Léon se situe au nord-ouest de l'Espagne et est grandement réputée pour ses vins de caractère et très fruités. Elle rassemble 9 "denominaciones de origen" aussi appellées appellations, dont Toro ou Ribera del Duero par exemple. Au nord-est de la région, on retrouve une partie de l'appellation d'origine contrôlée Rioja (DOC) . Au coeur des montagnes, les sols y sont plutôt pauvres, les hivers rudes et les étés très chauds. La production de vins y est alors limitée mais de grande qualité. Les principaux cépages Tempranillo , Merlot, Cabernet Sauvignon, Dona Blanca, Godello, Garnacha et Verdejo y sont cultivés sur près de 40 000 hectares .	||accueil|||tous nos vins|||espagne|||région|	https://www.millesima.fr/castille-leon.html	
producteur-clos-mogador	Clos Mogador	2	#	||accueil|||tous nos vins|||espagne|||région|||catalogne|||producteur|	https://www.millesima.fr/producteur-clos-mogador.html	
producteur-mas-martinet	Mas Martinet	5	#	||accueil|||tous nos vins|||espagne|||région|||catalogne|||producteur|	https://www.millesima.fr/producteur-mas-martinet.html	
autres-regions-francaises	Autres régions françaises	4	#	||accueil|||tous nos vins|||france|||région|	https://www.millesima.fr/autres-regions-francaises.html	
chartreuse	Chartreuse	1	#	||accueil|||tous nos vins|||espagne|	https://www.millesima.fr/tous-nos-vins/espagne/chartreuse.html	
producteur-chateau-la-tour-carnet	Château La Tour Carnet	8	#	||accueil|||bordeaux|||producteur|	https://www.millesima.fr/producteur-chateau-la-tour-carnet.html	
espagne-grenache	Grenache	9	#	#	https://www.millesima.fr/espagne-grenache.html	
ProductDisplay?top_category5=&top_category4=219973&top_category3=220101&urlRequestType=Base&productId=224449&catalogId=10554&top_category2=220308&categoryId=221262&errorViewName=ProductDisplayErrorView&urlLangId=-2&langId=-2&top_category=220311&parent_category_rn=220391&storeId=11652	#	#	#	||accueil|||tous nos vins|||bodegas mas alta|||priorat|||catalogne|||autres|	https://www.millesima.fr/ProductDisplay?top_category5=&top_category4=219973&top_category3=220101&urlRequestType=Base&productId=224449&catalogId=10554&top_category2=220308&categoryId=221262&errorViewName=ProductDisplayErrorView&urlLangId=-2&langId=-2&top_category=220311&parent_category_rn=220391&storeId=11652	
catalogne-producteurs	Producteur	16	#	||accueil|||tous nos vins|||espagne|||région|||catalogne|	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/catalogne/catalogne-producteurs.html	
producteur-vega-sicilia	Vega Sicilia	5	 Considéré comme l'un des plus grands producteurs de vins espagnols , le domaine Vega Sicilia nous offre des vins d'une très grande élégance, pleins de finesse et de compléxité, dotés d'une capacité de garde hors du commun. Les cuvées peuvent être issues des cépages Tempranillo , Cabernet Sauvignon, Merlot et Malbec. C'est au coeur de l'appellation Ribera del Duero que les vins de notre gamme sont vinifiés et longuement élevés dans les meilleures conditions. L'élevage de la cuvée Unico est notamment une des plus longues au monde avec 10 ans en bois et bouteille. Plongez dans l'univers très fermé de ce mythique domaine ibérique et aprtez à la découverte de ses vins éclatants, élégants, à la personnalité unique...	||accueil|||tous nos vins|||espagne|||région|||castille-león|||producteur|	https://www.millesima.fr/producteur-vega-sicilia.html	
ribera-del-duero	Ribera del Duero	5	#	||accueil|||tous nos vins|||espagne|||région|||castille-león|||appellation|	https://www.millesima.fr/ribera-del-duero.html	
tempranillo	Tempranillo	8	#	#	https://www.millesima.fr/tempranillo.html	
france	France	595	#	||accueil|||tous nos vins|	https://www.millesima.fr/france.html	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/espagne/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
catalogne	Catalogne	16	#	||accueil|||tous nos vins|||espagne|||région|	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/catalogne.html	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/espagne/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
castille-leon-producteurs	Producteur	7	#	||accueil|||tous nos vins|||espagne|||région|||castille-león|	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/castille-leon/castille-leon-producteurs.html	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/catalogne/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/catalogne/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
RESTOrderCalculate?updatePrices=1&doConfigurationValidation=Y&calculationUsageId=-1&errorViewName=AjaxOrderItemDisplayView&catalogId=10554&langId=-2&URL=AjaxOrderItemDisplayView&storeId=11652&orderId=.	#	#	#	#	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/catalogne/RESTOrderCalculate?updatePrices=1&doConfigurationValidation=Y&calculationUsageId=-1&errorViewName=AjaxOrderItemDisplayView&catalogId=10554&langId=-2&URL=AjaxOrderItemDisplayView&storeId=11652&orderId=.	
toro	Toro	2	 L'appellation Toro se situe à l'ouest du vignoble de Castille-et-Léon , en Espagne, au sud-est de la région de Zamora . Culminant à une altitude oscillant entre 620m et 750m, elle est répartie sur 62 000 hectares, dont seulement 5 800 sont encépagés, et repose sur des sols datant de l'ère Tertiaire. La "denominaciòn de origen" Toro profite d'un climat continental sec influencé par l' océan Atlantique . Les hivers y sont extrêmes et l'ensolleillement très important. Cela permert la production de vins d'une qualité remarquable, élaborés à partir des cépages Tinta de Toro , Garnacha (Grenache), Verdejo et Malvasìa.	||accueil|||tous nos vins|||espagne|||région|||castille-león|||appellation|	https://www.millesima.fr/tous-nos-vins/espagne/castille-leon/toro.html	
castille-leon-appellations	Appellation	7	#	||accueil|||tous nos vins|||espagne|||région|||castille-león|	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/castille-leon/castille-leon-appellations.html	
castille-leon	Castille-León	7	 La région de Castille-et-Léon se situe au nord-ouest de l'Espagne et est grandement réputée pour ses vins de caractère et très fruités. Elle rassemble 9 "denominaciones de origen" aussi appellées appellations, dont Toro ou Ribera del Duero par exemple. Au nord-est de la région, on retrouve une partie de l'appellation d'origine contrôlée Rioja (DOC) . Au coeur des montagnes, les sols y sont plutôt pauvres, les hivers rudes et les étés très chauds. La production de vins y est alors limitée mais de grande qualité. Les principaux cépages Tempranillo , Merlot, Cabernet Sauvignon, Dona Blanca, Godello, Garnacha et Verdejo y sont cultivés sur près de 40 000 hectares .	||accueil|||tous nos vins|||espagne|||région|	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/castille-leon.html	
espagne-regions	Région	23	#	||accueil|||tous nos vins|||espagne|	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions.html	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=lmOuBkOvrf5yqyN3dJwc9ZOpb2KytsGQLiutULBiKBKIHWtgQIlgOw8ky0ePOPSwmDxUe78gW%2FT6KMnSQpMb5DwJEY%2FYeELuj1G3%2BMYqvgnB%2FF7FeTmEEutuOnrMD3tqSO%2B0Q6OaDjxr%2FWgc6eceErTmmQ0sgwxndqN0FyhYUW%2BjR7AJxNX2SUzeR7s9BEr9aFsIZ8tkXhMKWyxpV8Taxw%3D%3D&ddkey=https%3ARESTOrderCalculate	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=lmOuBkOvrf5yqyN3dJwc9ZOpb2KytsGQLiutULBiKBKIHWtgQIlgOw8ky0ePOPSwmDxUe78gW%2FT6KMnSQpMb5DwJEY%2FYeELuj1G3%2BMYqvgnB%2FF7FeTmEEutuOnrMD3tqSO%2B0Q6OaDjxr%2FWgc6eceErTmmQ0sgwxndqN0FyhYUW%2BjR7AJxNX2SUzeR7s9BEr9aFsIZ8tkXhMKWyxpV8Taxw%3D%3D&ddkey=https%3ARESTOrderCalculate	
espagne-autres-cepages	Autres	6	#	#	https://www.millesima.fr/espagne-autres-cepages.html	
ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/espagne/ResetPasswordGuestErrorView?state=forgetpassword&catalogId=10554&langId=-2&storeId=11652	
ProductDisplay?top_category5=&top_category4=&top_category3=&urlRequestType=Base&productId=224449&catalogId=10554&top_category2=219973&categoryId=220311&errorViewName=ProductDisplayErrorView&urlLangId=-2&langId=-2&top_category=220101&parent_category_rn=220308&storeId=11652	#	#	#	||accueil|||tous nos vins|||bodegas mas alta|||priorat|||catalogne|||autres|	https://www.millesima.fr/ProductDisplay?top_category5=&top_category4=&top_category3=&urlRequestType=Base&productId=224449&catalogId=10554&top_category2=219973&categoryId=220311&errorViewName=ProductDisplayErrorView&urlLangId=-2&langId=-2&top_category=220101&parent_category_rn=220308&storeId=11652	
LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/LogonForm?catalogId=10554&myAcctMain=1&langId=-2&storeId=11652	
AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	#	#	#	#	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/castille-leon/AdvancedSearchDisplay?catalogId=10554&langId=-2&storeId=11652	
RESTOrderCalculate?updatePrices=1&doConfigurationValidation=Y&calculationUsageId=-1&errorViewName=AjaxOrderItemDisplayView&catalogId=10554&langId=-2&URL=AjaxOrderItemDisplayView&storeId=11652&orderId=.	#	#	#	#	https://www.millesima.fr/tous-nos-vins/espagne/espagne-regions/castille-leon/RESTOrderCalculate?updatePrices=1&doConfigurationValidation=Y&calculationUsageId=-1&errorViewName=AjaxOrderItemDisplayView&catalogId=10554&langId=-2&URL=AjaxOrderItemDisplayView&storeId=11652&orderId=.	
RESTOrderCalculate?updatePrices=1&doConfigurationValidation=Y&calculationUsageId=-1&errorViewName=AjaxOrderItemDisplayView&catalogId=10554&langId=-2&URL=AjaxOrderItemDisplayView&storeId=11652&orderId=.	#	#	#	#	https://www.millesima.fr/tous-nos-vins/espagne/castille-leon/RESTOrderCalculate?updatePrices=1&doConfigurationValidation=Y&calculationUsageId=-1&errorViewName=AjaxOrderItemDisplayView&catalogId=10554&langId=-2&URL=AjaxOrderItemDisplayView&storeId=11652&orderId=.	
AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=L%2BUMtpPNs6yDhWEiuwgDA%2BXYgDwddiqOjT0DlIkPm90FkmBr3XVDkgF5wEeemRN4MtizuwoBqbSxWggcF7PAuQuzyCt37nEYwQ1budmfhvR5uxcFr8EMpFI3xB1XBc%2B0%2Fmye9pmXXZlRDbxnX9XXRBajjw%2B9wNsCKONQo2mPEjmAgoTcWylyrb9C3IBQ4a%2Fqcq6t9ATrpmv64s0DCCnaDQ%3D%3D&ddkey=https%3ARESTOrderCalculate	#	#	#	#	https://www.millesima.fr/webapp/wcs/stores/servlet/AjaxOrderItemDisplayView?catalogId=10554&langId=-2&storeId=11652&krypto=L%2BUMtpPNs6yDhWEiuwgDA%2BXYgDwddiqOjT0DlIkPm90FkmBr3XVDkgF5wEeemRN4MtizuwoBqbSxWggcF7PAuQuzyCt37nEYwQ1budmfhvR5uxcFr8EMpFI3xB1XBc%2B0%2Fmye9pmXXZlRDbxnX9XXRBajjw%2B9wNsCKONQo2mPEjmAgoTcWylyrb9C3IBQ4a%2Fqcq6t9ATrpmv64s0DCCnaDQ%3D%3D&ddkey=https%3ARESTOrderCalculate	
